tên đường,bắt đầu,kết thúc,giá đất ở v1,giá đất ở v2,giá đất ở v3,giá đất ở v4,giá đất thương mai v1,giá đất thương mại v2,giá đất thương mại v3,giá đất thương mại v4,giá đất kinh doanh phi nông nghiệp v1,giá đất kinh doanh phi nông nghiệp v2,giá đất kinh doanh phi nông nghiệp v3,giá đất kinh doanh phi nông nghiệp v4,quận
hoa lo,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
hong ha,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,37510,20631,16880,15004,24382,13410,10972,9753,17998,10713,8999,8056,hoan kiem
lan ong,Đầu đường,Cuối đường,126500,59455,46805,40480,82225,38646,30423,26312,52131,23459,18246,15639,hoan kiem
le duan,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,89600,43456,34496,30016,58240,28246,22422,19510,40458,18206,14160,12137,hoan kiem
le lai,Đầu đường,Cuối đường,101200,49082,38962,33902,65780,31903,25325,22036,44799,20160,15680,13440,hoan kiem
le phung hieu,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
le thach,Đầu đường,Cuối đường,98560,47802,37946,33018,64064,31071,24665,21461,43631,19634,15271,13089,hoan kiem
le thai to,Đầu đường,Cuối đường,187920,84564,65772,56376,122148,54967,42752,36644,55460,24957,19411,16639,hoan kiem
le thanh tong,Đầu đường,Cuối đường,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hoan kiem
le van linh,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hoan kiem
lien tri,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hoan kiem
lo ren,Đầu đường,Cuối đường,94300,45736,36306,31591,61295,29728,23599,20534,42356,19060,14825,12706,hoan kiem
lo su,Đầu đường,Cuối đường,92000,44620,35420,30820,59800,29003,23023,20033,41541,18693,14539,12463,hoan kiem
luong ngoc quyen,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,hoan kiem
luong van can,Đầu đường,Cuối đường,129920,61062,48070,41574,84448,39691,31246,27023,53405,24033,18692,16022,hoan kiem
ly dao thanh,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hoan kiem
ly nam de,Đầu đường,Cuối đường,98560,47802,37946,33018,64064,31071,24665,21461,43631,19634,15271,13089,hoan kiem
ly quoc su,Đầu đường,Cuối đường,101200,49082,38962,33902,65780,31903,25325,22036,44799,20160,15680,13440,hoan kiem
ly thai to,Đầu đường,Cuối đường,98560,47802,37946,33018,64064,31071,24665,21461,43631,19634,15271,13089,hoan kiem
ly thuong kiet,Đầu đường,Cuối đường,128800,60536,47656,41216,83720,39348,30976,26790,52945,23826,18531,15884,hoan kiem
ma may,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
nam ngu,Đầu đường,Cuối đường,80500,39445,31395,27370,52325,25639,20407,17791,37469,17023,13863,11648,hoan kiem
ngo bao khanh,Đầu ngõ,Cuối ngõ,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hoan kiem
ngo gach,Đầu ngõ,Cuối ngõ,82800,40572,32292,28152,53820,26372,20990,18299,38284,17432,13969,11892,hoan kiem
ngo hang bong,Đầu ngõ,Cuối ngõ,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hoan kiem
ngo hang co,Trần Hưng Đạo,Cuối ngõ,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hoan kiem
ngo hang hanh,Đầu ngõ,Cuối ngõ,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hoan kiem
ngo hang huong,Đầu ngõ,Cuối ngõ,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hoan kiem
ngo hoi vu,Đầu ngõ,Cuối ngõ,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hoan kiem
ngo huyen,Đầu ngõ,Cuối ngõ,62100,31671,25461,22356,40365,20586,16550,14531,30952,15477,12788,10508,hoan kiem
ngo phan chu trinh,Đầu ngõ,Cuối ngõ,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hoan kiem
ngo quyen,Hàng Vôi,Lý Thường Kiệt,114240,54264,42840,37128,74256,35272,27846,24133,49184,22132,17214,14755,hoan kiem
ngo quyen,Lý Thường Kiệt,Hàm Long,98560,47802,37946,33018,64064,31071,24665,21461,43631,19634,15271,13089,hoan kiem
ngo tam thuong,Đầu ngõ,Cuối ngõ,52900,27508,22218,19573,34385,17880,14442,12722,26880,14254,11567,10019,hoan kiem
ngo thi nham,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,89600,43456,34496,30016,58240,28246,22422,19510,40458,18206,14160,12137,hoan kiem
ngo tho xuong,Đầu ngõ,Cuối ngõ,57500,29325,23575,20700,37375,19061,15324,13455,29324,15068,12299,10304,hoan kiem
ngo tram,Đầu ngõ,Cuối ngõ,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hoan kiem
ngo trang tien,Phan Chu Trinh,Nguyễn Khắc Cần,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,hoan kiem
ngo trung yen,Đầu ngõ,Cuối ngõ,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,hoan kiem
ngo tuc mac,Trần Hưng Đạo,Cuối ngõ,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hoan kiem
ngo van so,Đầu đường,Cuối đường,80500,39445,31395,27370,52325,25639,20407,17791,37469,17023,13863,11648,hoan kiem
nguyen che nghia,Đầu đường,Cuối đường,54520,28350,22898,20172,35438,18428,14884,13112,27935,14726,11962,10251,hoan kiem
nguyen gia thieu,Đầu đường,Cuối đường,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hoan kiem
nguyen huu huan,Đầu đường,Cuối đường,98560,47802,37946,33018,64064,31071,24665,21461,43631,19634,15271,13089,hoan kiem
nguyen khac can,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
nguyen khiet,Đầu đường,Cuối đường,32480,18189,14941,13317,21112,11823,9712,8656,15611,9531,7969,7230,hoan kiem
nguyen quang bich,Đầu đường,Cuối đường,67200,33600,26880,23520,43680,21840,17472,15288,32525,15627,12851,10749,hoan kiem
nguyen sieu,Đầu đường,Cuối đường,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hoan kiem
nguyen thien thuat,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
nguyen thiep,Hàng Đậu,Gầm Cầu,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
nguyen thiep,Gầm Cầu,Nguyễn Thiện Thuật,85840,42062,33478,29186,55796,27340,21760,18971,39438,17952,14215,12160,hoan kiem
nguyen tu gian,Đầu đường,Cuối đường,30160,16890,113874,12366,19604,10978,9018,8038,13968,8792,7476,6737,hoan kiem
nguyen van to,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,hoan kiem
nguyen xi,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
nha chung,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
nha hoa,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hoan kiem
nha tho,Đầu đường,Cuối đường,125440,58957,46413,40141,81536,38322,30168,26092,51564,23204,18048,15469,hoan kiem
o quan chuong,Đầu đường,Cuối đường,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hoan kiem
pham ngu lao,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
pham su manh,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
phan boi chau,Đầu đường,Cuối đường,92800,45008,35728,31088,60320,29255,23223,20207,41903,18856,14666,12571,hoan kiem
phan chu trinh,Đầu đường,Cuối đường,98560,47802,37946,33018,64064,31071,24665,21461,43631,19634,15271,13089,hoan kiem
phan dinh phung,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,118320,56202,44370,38454,76908,36531,28841,24995,50940,22923,17829,15282,hoan kiem
phan huy chu,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hoan kiem
hue,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,114240,54264,42840,37128,74256,35272,27846,24133,49184,22132,17214,14755,hoan kiem
phu doan,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
phuc tan,Đầu đường,Cuối đường,38280,21054,17226,15312,24882,13685,11197,9953,18076,10599,8874,7969,hoan kiem
phung hung,Đầu đường,Cuối đường,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hoan kiem
quan su,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
quang trung,Đầu đường,Nguyễn Du,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
ta hien,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hoan kiem
thanh ha,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
thanh yen,Đầu đường,Cuối đường,34800,19140,15660,13920,22620,12441,10179,9048,16433,9860,8299,7476,hoan kiem
tho nhuom,Đầu đường,Cuối đường,97440,47258,37514,32642,63336,30718,24384,21218,43546,19596,15199,13064,hoan kiem
thuoc bac,Đầu đường,Cuối đường,120960,57456,45360,39312,78624,37346,29484,25553,49978,22490,17492,14993,hoan kiem
to tich,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
ton that thiep,Giáp quận Ba Đình,Giáp quận Ba Đình,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hoan kiem
tong dan,Đầu đường,Cuối đường,97440,47258,37514,32642,63336,30718,24384,21218,43546,19596,15199,13064,hoan kiem
tong duy tan,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,hoan kiem
tran binh trong,Đầu đường,Cuối đường,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hoan kiem
tran hung dao,Trần Khánh Dư,Trần Thánh Tông,92800,45008,35728,31088,60320,29255,23223,20207,41903,18856,14666,12571,hoan kiem
tran hung dao,Trần Thánh Tông,Lê Duẩn,114240,54264,42840,37128,74256,35272,27846,24133,49184,22132,17214,14755,hoan kiem
tran khanh du,Trần Quang Khải,Trần Hưng Đạo,54520,28350,22898,20172,35438,18428,14884,13112,27935,14726,11962,10251,hoan kiem
tran nguyen han,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
tran nhat duat,Đầu đường,Cuối đường,76560,38280,30624,26796,49764,24882,19906,17417,36151,16720,13741,11380,hoan kiem
tran quang khai,Đầu đường,Cuối đường,64960,33130,26634,23386,42224,21534,17312,15201,32044,16022,13009,10818,hoan kiem
tran quoc toan,Đầu đường,Cuối đường,67200,33600,26880,23520,43680,21840,17472,15288,32525,15627,12851,10749,hoan kiem
trang thi,Đầu đường,Cuối đường,123200,57904,45584,39424,80080,37638,29630,25626,50771,22847,17770,15231,hoan kiem
trang tien,Đầu đường,Cuối đường,129920,61062,48070,41574,84448,39691,31246,27023,51960,23382,18187,15588,hoan kiem
trieu quoc dat,Đầu đường,Cuối đường,73920,36960,29568,25872,48048,24024,19219,16817,34905,16144,13268,10987,hoan kiem
truong han sieu,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hoan kiem
van kiep,Địa phận quận Hoàn Kiếm,Địa phận quận Hoàn Kiếm,30160,16890,13874,12366,19604,10978,9018,8038,13968,8792,7476,6737,hoan kiem
vong duc,Đầu đường,Cuối đường,69600,34800,27840,24360,45240,22620,18096,15834,33686,16185,13310,11133,hoan kiem
vong ha,Đầu đường,Cuối đường,33880,18973,15585,13891,22022,12332,10130,9029,16284,9941,8313,7542,hoan kiem
xom ha hoi,Đầu đường,Cuối đường,67200,33600,26880,23520,43680,21840,17472,15288,32525,15627,12851,10749,hoan kiem
yen thai,Đầu đường,Cuối đường,62640,31946,25682,22550,40716,20765,16694,14658,31221,15611,12899,10599,hoan kiem
yet kieu,Trần Hưng Đạo,Nguyễn Du,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hoan kiem
ba trieu,Nguyễn Du,Thái Phiên,103040,49459,39155,34003,66976,32148,25451,22102,45218,20348,15827,13565,hai ba trung
ba trieu,Thái Phiên,Đại Cồ Việt,82935,41467,33174,29027,53908,26954,21563,18868,39161,18112,14886,12327,hai ba trung
bach dang,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,31050,17388,14283,12731,20183,11302,9284,8275,15477,9448,7901,7168,hai ba trung
bach mai,Đầu đường,Cuối đường,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hai ba trung
bui ngoc,Đầu đường,Cuối đường,33350,18676,15341,13674,21678,12139,9972,8888,17105,10182,8553,7657,hai ba trung
bui thi xuan,Đầu đường,Cuối đường,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
cam hoi,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,hai ba trung
cao dat,Đầu đường,Cuối đường,46000,24380,19780,17480,29900,15847,12857,11362,23622,13115,10753,9530,hai ba trung
chua quynh,Đầu đường,Cuối đường,34500,18975,15525,13800,22425,12334,10091,8970,17920,10508,8798,7901,hai ba trung
chua vua,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,hai ba trung
dai co viet,Đầu đường,Cuối đường,60000,30600,24600,21600,39000,19890,15990,14040,30599,15724,12834,10752,hai ba trung
dai la,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,49880,26436,21448,18954,32422,17184,13941,12320,25470,13885,11297,9860,hai ba trung
de to hoang,Đầu đường,Cuối đường,32200,18032,14812,13202,20930,11721,9628,8581,16291,9775,8227,7412,hai ba trung
do hanh,Đầu đường,Cuối đường,57500,29325,23575,20700,37375,19061,15324,13455,29324,15068,12299,10304,hai ba trung
do ngoc du,Đầu đường,Cuối đường,48300,25599,20769,18354,31395,16639,13500,11930,24436,13440,10996,9652,hai ba trung
doan tran nghiep,Đầu đường,Cuối đường,73920,36960,29568,25872,48048,24024,19219,16817,34905,16144,13268,10987,hai ba trung
doi cung,Đầu đường,Cuối đường,48300,25599,20769,18354,31395,16639,13500,11930,24436,13440,10996,9652,hai ba trung
dong mac,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,hai ba trung
dong nhan,Đầu đường,Cuối đường,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,hai ba trung
gom chan de nguyen khoai,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,26450,15077,12432,11109,17193,9800,8080,7221,13440,8512,7290,6517,hai ba trung
tu minh khai den chan cau vinh tuy,Minh Khai,Cầu Vĩnh Tuy,31050,17388,14283,12731,20183,11302,9284,8275,15477,9448,7901,7168,hai ba trung
van be,Đầu đường,Cuối đường,24150,13766,11351,10143,15698,8948,7378,6593,11403,7697,6679,5929,hai ba trung
giai phong,Đại Cồ Việt,Phố Vọng,54520,28350,22898,20172,35438,18428,14884,13112,27935,14726,11962,10251,hai ba trung
han thuyen,Đầu đường,Cuối đường,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hai ba trung
hang chuoi,Đầu đường,Cuối đường,62100,31671,25461,22356,40365,20586,16550,14531,30952,15477,12788,10508,hai ba trung
ho xuan huong,Đầu đường,Cuối đường,73920,36960,29568,25872,48048,24024,19219,16817,34905,16144,13268,10987,hai ba trung
hoa lu,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hai ba trung
hoa ma,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hai ba trung
hoang mai,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,26450,15077,12432,11109,17193,9800,8080,7221,13440,8512,7290,6517,hai ba trung
hong mai,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,hai ba trung
huong vien,Đầu đường,Cuối đường,48300,25599,20769,18354,31395,16639,13500,11930,24436,13440,10996,9652,hai ba trung
kim nguu,Đầu đường,Cuối đường,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,hai ba trung
lac trung,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,hai ba trung
lang yen,Lương Yên,Đê Nguyễn Khoái,31050,17388,14283,12731,20183,11302,9284,8275,15477,9448,7901,7168,hai ba trung
lang yen,Đê Nguyễn Khoái,Cuối đường,26450,15077,12432,11109,17193,9800,8080,7221,13440,8512,7290,6517,hai ba trung
le dai hanh,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hai ba trung
le duan,Nguyễn Du,Trần Nhân Tông,89600,43456,34496,30016,58240,28246,22422,19510,40458,18206,14160,12137,hai ba trung
le duan,Trần Nhân Tông,Đại Cồ Việt,75070,37535,30028,26275,48796,24398,19518,17078,36019,17152,14065,11706,hai ba trung
le gia dinh,Đầu đường,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,hai ba trung
le ngoc han,Đầu đường,Cuối đường,62100,31671,25461,22356,40365,20586,16550,14531,30952,15477,12788,10508,hai ba trung
le quy don,Đầu đường,Cuối đường,52900,27508,22218,19573,34385,17880,14442,12722,26880,14254,11567,10019,hai ba trung
le thanh nghi,Đầu đường,Cuối đường,64400,32844,26404,23184,41860,21349,17163,15070,31768,15884,12897,10725,hai ba trung
le van huu,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
lien tri,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
lo duc,Phan Chu Trinh,Nguyễn Công Trứ,71920,35960,28768,25172,46748,23374,18699,16362,34508,16433,13475,11215,hai ba trung
lo duc,Nguyễn Công Trứ,Trần Khát Chân,58000,29580,23780,20880,37700,19227,15457,13572,29579,15199,12406,10394,hai ba trung
luong yen,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,hai ba trung
mac thi buoi,Đầu đường,Cuối đường,31050,17388,14283,12731,20183,11302,9284,8275,15477,9448,7901,7168,hai ba trung
mai hac de,Đầu đường,Cuối đường,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
minh khai,Chợ Mơ,Kim Ngưu,51600,27348,22188,19608,33540,17776,14422,12745,26348,14364,11687,10200,hai ba trung
minh khai,Kim Ngưu,Cuối đường,46800,25272,20592,18252,30420,16427,13385,11864,23798,13344,10964,9774,hai ba trung
ngo ba trieu,Đầu đường,Cuối đường,69000,34500,27600,24150,44850,22425,17940,15698,33396,16046,13195,11037,hai ba trung
ngo hue,Đầu đường,Cuối đường,59800,30498,24518,21528,38870,19824,15937,13993,30138,15313,12544,10426,hai ba trung
ngo thi nham,Lê Văn Hưu,Cuối đường,85120,41709,33197,28941,55328,27111,21578,18812,38872,17591,13803,11820,hai ba trung
nguyen an ninh,Địa bàn quận Hai Bà Trưng,Địa bàn quận Hai Bà Trưng,34500,18975,15525,13800,22425,12334,10091,8970,17920,10508,8798,7901,hai ba trung
nguyen binh khiem,Đầu đường,Cuối đường,64400,32844,26404,23184,41860,21349,17163,15070,31768,15884,12897,10725,hai ba trung
nguyen cao,Đầu đường,Cuối đường,48160,25525,20709,18301,31304,16591,13461,11896,24592,13406,10908,9520,hai ba trung
nguyen cong tru,Phố Huế,Lò Đúc,73920,36960,29568,25872,48048,24024,19219,16817,34905,16144,13268,10987,hai ba trung
nguyen cong tru,Lò Đúc,Trần Thánh Tông,58240,29702,23878,20966,37856,19307,15521,13628,29352,14914,12217,10154,hai ba trung
nguyen dinh chieu,Trần Nhân Tông,Đại Cồ Việt,62100,31671,25461,22356,40365,20586,16550,14531,30952,15477,12788,10508,hai ba trung
nguyen du,Phố Huế,Quang Trung,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hai ba trung
nguyen du,Quang Trung,Trần Bình Trọng,106720,51226,40554,35218,69368,33297,26360,22891,46833,21075,16392,14050,hai ba trung
nguyen du,Trần Bình Trọng,Cuối đường,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hai ba trung
nguyen hien,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,hai ba trung
nguyen huy tu,Đầu đường,Cuối đường,52900,27508,22218,19573,34385,17880,14442,12722,26880,14254,11567,10019,hai ba trung
nguyen khoai (ben trong de),Đầu đường,Hết địa phận quận Hai Bà Trưng,27600,15732,12972,11592,17940,10226,8432,7535,13847,8716,7412,6679,hai ba trung
nguyen khoai (ngoai de),Đầu đường,Hết địa phận quận Hai Bà Trưng,25300,14421,11891,10626,16445,9374,7729,6907,13033,8309,7168,6354,hai ba trung
nguyen quyen,Đầu đường,Cuối đường,59800,30498,24518,21528,38870,19824,15937,13993,30138,15313,12544,10426,hai ba trung
nguyen thuong hien,Đầu đường,Cuối đường,78400,38416,30576,26656,50960,24970,19874,17326,36492,16579,13502,11344,hai ba trung
nguyen trung ngan,Đầu đường,Cuối đường,36800,20240,16560,14720,23920,13156,10764,9568,18735,10833,9123,8145,hai ba trung
pham dinh ho,Đầu đường,Cuối đường,59800,30498,24518,21528,38870,19824,15937,13993,30138,15313,12544,10426,hai ba trung
8/3,Đầu đường,Cuối đường,34500,18975,15525,13800,22425,12334,10091,8970,17920,10508,8798,7901,hai ba trung
hue,Nguyễn Du,Nguyễn Công Trứ,106720,51226,40554,35218,69368,33297,26360,22891,46833,21075,16392,14050,hai ba trung
hue,Nguyễn Công Trứ,Đại Cồ Việt,88160,43198,34382,29974,57304,28079,22349,19483,40260,18219,14296,12243,hai ba trung
lac nghiep,Đầu đường,Cuối đường,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,hai ba trung
phu dong thien vuong,Đầu đường,Cuối đường,64400,32844,26404,23184,41860,21349,17163,15070,31768,15884,12897,10725,hai ba trung
phung khac khoan,Đầu đường,Cuối đường,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
quang trung,Giáp quận Hoàn Kiếm,Trần Nhân Tông,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hai ba trung
quynh loi,Đầu đường,Cuối đường,34500,18975,15525,13800,22425,12334,10091,8970,17920,10508,8798,7901,hai ba trung
quynh mai,Đầu đường,Cuối đường,34500,18975,15525,13800,22425,12334,10091,8970,17920,10508,8798,7901,hai ba trung
ta quang buu,Bạch Mai,Đại Cồ Việt,37950,20873,17078,15180,24668,13567,11100,9867,19549,11240,9327,8309,hai ba trung
tam trinh,Địa phận quận Hai Bà Trưng,Địa phận quận Hai Bà Trưng,35960,19778,16182,14384,22295,12262,10033,8918,18076,10599,8874,7969,hai ba trung
tang bat ho,Đầu đường,Cuối đường,59800,30498,24518,21528,38870,19824,15937,13993,30138,15313,12544,10426,hai ba trung
tay ket,Đầu đường,Cuối đường,28750,16100,13225,11788,18688,10465,8596,7662,14254,8919,7535,6802,hai ba trung
thai phien,Đầu đường,Cuối đường,60480,30845,24797,21773,39312,20049,16118,14152,30145,15073,12454,10233,hai ba trung
thanh nhan,Đầu đường,Cuối đường,41400,22356,18216,16146,26910,14531,11840,10495,21178,12055,9937,8838,hai ba trung
the giao,Đầu đường,Cuối đường,54050,28106,22701,19999,35133,18269,14756,12999,27694,14599,11859,10163,hai ba trung
thi sach,Đầu đường,Cuối đường,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hai ba trung
thien quang,Đầu đường,Cuối đường,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hai ba trung
thinh yen,Đầu đường,Cuối đường,62100,31671,25461,22356,40365,20586,16550,14531,30952,15477,12788,10508,hai ba trung
tho lao,Đầu đường,Cuối đường,44850,24219,19734,17492,29153,15742,12827,11369,22807,12788,10508,9367,hai ba trung
to hien thanh,Đầu đường,Cuối đường,75900,37950,30360,26565,49335,24668,19734,17267,35840,16576,13623,11282,hai ba trung
tran binh trong,Địa bàn quận Hai Bà Trưng,Địa bàn quận Hai Bà Trưng,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hai ba trung
tran cao van,Đầu đường,Cuối đường,49450,26209,21264,18791,32143,17036,13821,12214,25251,13766,11200,9775,hai ba trung
tran dai nghia,Đầu đường,Cuối đường,59800,30498,24518,21528,38870,19824,15937,13993,30138,15313,12544,10426,hai ba trung
tran hung dao,Địa bàn quận Hai Bà Trưng,Địa bàn quận Hai Bà Trưng,92800,45008,35728,31088,60320,29255,23223,20207,41903,18856,14666,12571,hai ba trung
tran khanh du,Trần Hưng Đạo,Cuối đường,40250,21735,17710,15698,26163,14128,11512,10203,20363,11648,9612,8553,hai ba trung
tran khat chan,Phố Huế,Nguyễn Khoái,58000,29580,23780,20880,37700,19227,15457,13572,29579,15199,12406,10394,hai ba trung
tran nhan tong,Đầu đường,Cuối đường,102080,49509,39301,34197,66352,32181,25546,22228,45189,20335,15817,13557,hai ba trung
tran thanh tong,Đầu đường,Cuối đường,67200,33600,26880,23520,43680,21840,17472,15288,32525,15627,12851,10749,hai ba trung
tran xuan soan,Đầu đường,Cuối đường,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
trieu viet vuong,Đầu đường,Cuối đường,85100,41699,33189,28934,55315,27104,21573,18807,39098,17797,14092,12055,hai ba trung
truong dinh,Bạch Mai,Hết địa phận quận Hai Bà Trưng,37950,20873,17078,15180,24668,13567,11100,9867,19549,11240,9327,8309,hai ba trung
truong han sieu,Địa bàn quận Hai Bà Trưng,Địa bàn quận Hai Bà Trưng,82880,40611,32323,28179,53872,26397,21010,18316,38078,17333,13724,11741,hai ba trung
tue tinh,Đầu đường,Cuối đường,80500,39445,31395,27370,52325,25639,20407,17791,37469,17023,13863,11648,hai ba trung
tuong mai,Địa bàn quận Hai Bà Trưng,Địa bàn quận Hai Bà Trưng,32200,18032,14812,13202,20930,11721,9628,8581,16291,9775,8227,7412,hai ba trung
van don,Đầu đường,Cuối đường,28750,16100,13225,11788,18688,10465,8596,7662,14254,8919,7535,6802,hai ba trung
